27989,1980-1990,서울특별시,중구,20221119165034621470
27990,1980-1990,서울특별시,중구,20221119165034633827
27991,1980-1990,서울특별시,중구,20221119165350710211
27992,1980-1990,경기도,화성시,20221114091256799280
27993,1980-1990,서울특별시,마포구,20221124190738877772
27994,1980-1990,경기도,시흥시,20221109101144952903
27995,1980-1990,경기도,시흥시,20221109101821036711
27996,1990-2000,서울특별시,중구,20221107152508133202
27997,1990-2000,서울특별시,중구,20221109143637231410
27998,1990-2000,충청남도,서산시,20221125002225300374
27999,1980-1990,충청남도,천안시동남구,20221102112144374591
28000,1990-2000,부산광역시,연제구,20221107203427441895
28001,1990-2000,부산광역시,중구,20221108172928509721
28002,1990-2000,부산광역시,중구,20221108105426606465
28003,1990-2000,부산광역시,중구,20221108143512674052
28004,1990-2000,경기도,광명시,20221110041319758229
28005,1990-2000,경기도,광명시,20221110041322834417
28006,1990-2000,서울특별시,금천구,20221110043225909831
28007,1990-2000,서울특별시,금천구,20221110044911985785
28008,1990-2000,부산광역시,동래구,20221101120536090934
28009,1990-2000,서울특별시,송파구,20221130185731184217
28010,1990-2000,광주광역시,서구,20221109153959270612
28011,1990-2000,서울특별시,금천구,20221130181034314827
28012,1990-2000,서울특별시,금천구,20221130182702379043
28013,1990-2000,서울특별시,금천구,20221130164758448781
28014,1980-1990,충청북도,청주시청원구,20221124181612565803
28015,1980-1990,서울특별시,강남구,20221118132811661866
28016,1980-1990,경기도,성남시분당구,20221116133505757585
28017,1980-1990,경기도,성남시분당구,20221115204814854877
28018,1980-1990,서울특별시,강남구,20221130164040945041
28019,1980-1990,서울특별시,강남구,20221125105859014365
28020,1990-2000,경기도,수원시권선구,20221109205711098062
28021,1990-2000,광주광역시,서구,20221118200635145729
28022,1990-2000,충청남도,천안시동남구,20221130200042204394
28023,1980-1990,서울특별시,서대문구,20221111173948272537
28024,1990-2000,경상북도,구미시,20221122210923341855
28025,1990-2000,부산광역시,사하구,20221123032623417982
28026,1990-2000,부산광역시,사하구,20221124210208494697
28027,2000-2010,경상북도,칠곡군,20221121131936570331
28028,2000-2010,경상북도,칠곡군,20221112130304639693
28029,2000-2010,경상북도,칠곡군,20221117231110712100
28030,2000-2010,경상북도,칠곡군,20221104063339786137
28031,2000-2010,경상북도,칠곡군,20221105153909858854
28032,2000-2010,서울특별시,중구,20221112221607104065
28033,2000-2010,대전광역시,유성구,20221102215141183721
28034,1980-1990,서울특별시,양천구,20221121164251464776
28035,1980-1990,서울특별시,금천구,20221123095400558839
28036,1980-1990,서울특별시,금천구,20221123095524648027
28037,1980-1990,서울특별시,금천구,20221123095833729980
28038,1990-2000,경기도,화성시,20221121113740805851
28039,1970-1980,충청남도,천안시서북구,20221101185828886646
28040,1970-1980,충청남도,천안시서북구,20221101190112894138
28041,1970-1980,충청남도,천안시서북구,20221109001325975995
28042,1950-1960,서울특별시,강남구,20221115153034055707
28043,1950-1960,서울특별시,강남구,20221115154630136113
28044,1950-1960,서울특별시,구로구,20221115164239222923
28045,1990-2000,경기도,수원시팔달구,20221108073030312136
28046,1990-2000,경기도,화성시,20221107222727400206
28047,2000-2010,경기도,김포시,20221119155830482481
28048,2000-2010,서울특별시,금천구,20221119160729565531
28049,2000-2010,서울특별시,금천구,20221119160741648777
28050,2000-2010,서울특별시,금천구,20221119160923726557
28051,2000-2010,서울특별시,금천구,20221119161219806580
28052,1990-2000,서울특별시,송파구,20221124092730067651
28053,1990-2000,서울특별시,금천구,20221124093320145888
28054,1990-2000,서울특별시,금천구,20221124093323225457
28055,2000-2010,서울특별시,중구,20221103173036308799
28056,2000-2010,서울특별시,중구,20221103173037387784
28057,2000-2010,서울특별시,중구,20221103175825475996
28058,1990-2000,경기도,안산시상록구,20221107212139559566
28059,1990-2000,경기도,안산시상록구,20221107212405640593
28060,2000-2010,서울특별시,강남구,20221126013002709157
28061,2000-2010,충청남도,천안시동남구,20221123101319773816
28062,2000-2010,부산광역시,부산진구,20221129171922852984
28063,1990-2000,경상북도,경산시,20221126103015937988
28064,1990-2000,경상북도,경산시,20221112155048021477
28065,1990-2000,경상북도,경산시,20221111151514111632
28066,1990-2000,경상북도,경산시,20221109093320202523
28067,1990-2000,대구광역시,북구,20221109123244301690
28068,1990-2000,부산광역시,부산진구,20221101195610402599
28069,1990-2000,서울특별시,송파구,20221109083636583389
28070,1980-1990,인천광역시,연수구,20221119233844749315
28071,1990-2000,대구광역시,달서구,20221118145802761364
28072,1990-2000,서울특별시,강남구,20221109174150854090
28073,1990-2000,서울특별시,강남구,20221111144245948163
28074,1990-2000,서울특별시,강남구,20221116211911043512
28075,2000-2010,경기도,안산시상록구,20221117140940142239
28076,1990-2000,인천광역시,동구,20221122213319238507
28077,1990-2000,인천광역시,동구,20221122213534321198
28078,2000-2010,경기도,남양주시,20221120091855399363
28079,2000-2010,경상남도,창원시진해구,20221128132739467417
28080,1990-2000,제주특별자치도,제주시,20221123235839541968
28081,1990-2000,부산광역시,연제구,20221124000648611175
28082,1990-2000,서울특별시,중구,20221104125903685803
28083,1990-2000,제주특별자치도,제주시,20221103125743758682
28084,1990-2000,서울특별시,관악구,20221107172942829210
28085,2000-2010,서울특별시,금천구,20221111001605895467
28086,1990-2000,서울특별시,영등포구,20221113021900963594
28087,1990-2000,서울특별시,송파구,20221114104412024842
28088,2000-2010,경기도,양주시,20221105135547089829
28089,1990-2000,광주광역시,북구,20221111160545393946
28090,2000-2010,광주광역시,북구,20221125011303655349
28091,1980-1990,서울특별시,금천구,20221103205416103188
28092,2000-2010,광주광역시,북구,20221101101223196199
28093,2000-2010,서울특별시,송파구,20221121140642284440
28094,1990-2000,경기도,수원시권선구,20221125021316718269
28095,1990-2000,부산광역시,금정구,20221123214028807121
28096,1990-2000,서울특별시,강남구,20221117133653892065
28097,1990-2000,부산광역시,금정구,20221113031505977236
28098,1980-1990,대전광역시,서구,20221122202020062534
28099,1980-1990,대구광역시,동구,20221130134432144231
28100,1990-2000,경기도,고양시덕양구,20221114231838215329
28101,1980-1990,경기도,군포시,20221120185257290090
28102,1980-1990,서울특별시,양천구,20221118184006511838
28103,1980-1990,서울특별시,서초구,20221130103623875268
28104,1980-1990,서울특별시,금천구,20221130020203881834
28105,2000-2010,강원도,강릉시,20221114230733950462
28106,2000-2010,강원도,강릉시,20221115214504016210
28107,2000-2010,강원도,강릉시,20221115215336103198
28108,2000-2010,강원도,강릉시,20221116224116187664
28109,2000-2010,서울특별시,동작구,20221116224856277899
28110,2000-2010,강원도,강릉시,20221117144957381398
28111,2000-2010,강원도,강릉시,20221117145416476336
28112,2000-2010,강원도,강릉시,20221116143404556668
28113,2000-2010,강원도,강릉시,20221122203403639539
28114,2000-2010,강원도,강릉시,20221121185428730118
28115,2000-2010,강원도,강릉시,20221106025220820108
28116,2000-2010,강원도,강릉시,20221106094440911861
28117,2000-2010,강원도,강릉시,20221106094702995002
28118,2000-2010,강원도,강릉시,20221106094825114928
28119,2000-2010,강원도,강릉시,20221106095223191593
28120,2000-2010,강원도,강릉시,20221106095542253478
28121,2000-2010,강원도,강릉시,20221106095919302181
28122,2000-2010,강원도,강릉시,20221106100500374236
28123,2000-2010,전라북도,무주군,20221106115728444648
28124,2000-2010,강원도,강릉시,20221107144220507123
28125,2000-2010,서울특별시,구로구,20221107005122571151
28126,2000-2010,강원도,강릉시,20221107013431630760
28127,2000-2010,강원도,강릉시,20221107014027690824
28128,2000-2010,강원도,강릉시,20221107195114749875
28129,2000-2010,강원도,강릉시,20221107200154816616
28130,2000-2010,강원도,강릉시,20221109043455883244
28131,1980-1990,경기도,안양시만안구,20221109172302936942
28132,1990-2000,서울특별시,중구,20221102200436127557
28133,1990-2000,대구광역시,북구,20221115164357175549
28134,1990-2000,대구광역시,북구,20221115165802230447
28135,1990-2000,대구광역시,북구,20221115170233281083
28136,2000-2010,경기도,안산시상록구,20221104020636332796
